00-00	20.0	19.0	13.0	14.0	20.0	20.0
00-02	20.0	20.0	12.0	11.0	20.0	20.0
00-04	19.0	19.0	13.0	11.0	18.0	20.0
00-06	20.0	20.0	11.0	13.0	20.0	20.0
00-08	20.0	19.0	12.0	12.0	19.0	20.0
00-10	19.0	19.0	13.0	11.0	18.0	20.0
00-12	21.0	21.0	13.0	12.0	19.0	21.0
00-14	20.0	19.0	12.0	11.0	19.0	19.0
00-16	20.0	20.0	13.0	13.0	17.0	20.0
00-18	20.0	21.0	14.0	12.0	18.0	21.0
00-20	21.0	21.0	13.0	13.0	18.0	21.0
00-22	21.0	21.0	11.0	11.0	18.0	21.0
00-24	21.0	21.0	12.0	12.0	19.0	21.0
00-26	19.0	19.0	13.0	12.0	19.0	20.0
00-28	19.0	19.0	12.0	13.0	18.0	21.0
00-30	20.0	20.0	13.0	13.0	20.0	20.0
00-32	19.0	20.0	12.0	11.0	19.0	20.0
00-34	20.0	20.0	12.0	12.0	18.0	19.0
00-36	21.0	21.0	13.0	12.0	19.0	20.0
00-38	20.0	20.0	12.0	10.0	17.0	20.0
00-40	21.0	21.0	14.0	12.0	19.0	20.0
00-42	20.0	20.0	12.0	12.0	20.0	20.0
00-44	21.0	21.0	11.0	12.0	17.0	21.0
00-46	19.0	19.0	14.0	11.0	18.0	19.0
00-48	20.0	20.0	13.0	12.0	19.0	20.0
00-50	20.0	20.0	12.0	12.0	19.0	19.0
00-52	20.0	19.0	12.0	12.0	18.0	19.0
00-54	20.0	20.0	12.0	13.0	20.0	21.0
00-56	18.0	18.0	12.0	11.0	18.0	18.0
00-58	19.0	19.0	12.0	11.0	19.0	19.0
01-00	22.0	22.0	14.0	12.0	19.0	22.0
01-02	20.0	20.0	13.0	12.0	18.0	20.0
01-04	25.0	23.0	15.0	14.0	19.0	24.0
01-06	20.0	20.0	14.0	13.0	18.0	20.0
01-08	20.0	19.0	13.0	11.0	20.0	20.0
01-10	20.0	20.0	14.0	11.0	18.0	19.0
01-12	20.0	20.0	14.0	13.0	18.0	20.0
01-14	19.0	19.0	15.0	12.0	18.0	19.0
01-16	19.0	19.0	13.0	11.0	18.0	20.0
01-18	21.0	21.0	15.0	14.0	20.0	21.0
01-20	20.0	20.0	14.0	12.0	20.0	20.0
01-22	19.0	19.0	12.0	13.0	19.0	19.0
01-24	21.0	21.0	14.0	12.0	19.0	21.0
01-26	20.0	20.0	12.0	12.0	18.0	20.0
01-28	20.0	20.0	13.0	12.0	18.0	20.0
01-30	21.0	21.0	14.0	12.0	19.0	20.0
01-32	20.0	20.0	13.0	11.0	19.0	20.0
01-34	21.0	21.0	12.0	13.0	18.0	21.0
01-36	20.0	20.0	13.0	12.0	19.0	20.0
01-38	19.0	19.0	13.0	12.0	19.0	19.0
01-40	20.0	18.0	14.0	13.0	20.0	20.0
01-42	20.0	20.0	14.0	13.0	18.0	20.0
01-44	19.0	19.0	11.0	13.0	17.0	20.0
01-46	20.0	18.0	13.0	11.0	20.0	20.0
01-48	21.0	20.0	13.0	13.0	21.0	21.0
01-50	20.0	20.0	13.0	12.0	19.0	19.0
01-52	19.0	18.0	12.0	13.0	19.0	19.0
01-54	20.0	20.0	12.0	13.0	18.0	20.0
01-56	19.0	19.0	12.0	12.0	18.0	19.0
01-58	19.0	19.0	12.0	12.0	18.0	19.0
02-00	19.0	19.0	14.0	13.0	19.0	20.0
02-02	19.0	19.0	12.0	11.0	17.0	19.0
02-04	20.0	20.0	12.0	12.0	18.0	20.0
02-06	20.0	20.0	12.0	13.0	19.0	20.0
02-08	20.0	20.0	12.0	12.0	17.0	20.0
02-10	19.0	19.0	12.0	12.0	18.0	19.0
02-12	20.0	19.0	13.0	12.0	20.0	20.0
02-14	19.0	18.0	13.0	10.0	19.0	19.0
02-16	19.0	19.0	13.0	11.0	19.0	19.0
02-18	20.0	18.0	14.0	12.0	19.0	19.0
02-20	20.0	19.0	13.0	13.0	21.0	21.0
02-22	19.0	19.0	12.0	11.0	19.0	19.0
02-24	20.0	19.0	14.0	12.0	20.0	20.0
02-26	19.0	18.0	12.0	10.0	19.0	19.0
02-28	20.0	17.0	12.0	10.0	20.0	20.0
02-30	21.0	20.0	12.0	13.0	21.0	21.0
02-32	20.0	19.0	12.0	10.0	20.0	20.0
02-34	20.0	20.0	13.0	10.0	20.0	20.0
02-36	20.0	20.0	13.0	12.0	19.0	20.0
