00-00	41.0	41.0	36.0	39.0	40.0
00-02	41.0	41.0	37.0	38.0	40.0
00-04	41.0	41.0	38.0	39.0	40.0
00-06	41.0	41.0	36.0	38.0	41.0
00-08	41.0	40.0	36.0	39.0	41.0
00-10	40.0	40.0	37.0	39.0	40.0
00-12	42.0	42.0	38.0	38.0	40.0
00-14	40.0	40.0	37.0	39.0	40.0
00-16	40.0	40.0	38.0	39.0	40.0
00-18	41.0	41.0	38.0	38.0	40.0
00-20	42.0	42.0	37.0	39.0	41.0
00-22	41.0	41.0	37.0	38.0	40.0
00-24	42.0	42.0	37.0	40.0	41.0
00-26	40.0	40.0	37.0	38.0	40.0
00-28	41.0	41.0	36.0	39.0	41.0
00-30	42.0	42.0	36.0	39.0	41.0
00-32	41.0	40.0	37.0	39.0	39.0
00-34	41.0	42.0	38.0	39.0	41.0
00-36	41.0	41.0	38.0	39.0	41.0
00-38	41.0	40.0	37.0	40.0	41.0
00-40	42.0	42.0	37.0	39.0	40.0
00-42	41.0	41.0	38.0	39.0	40.0
00-44	40.0	41.0	37.0	38.0	40.0
00-46	41.0	41.0	38.0	38.0	40.0
00-48	40.0	40.0	37.0	39.0	41.0
00-50	42.0	42.0	37.0	39.0	40.0
00-52	41.0	41.0	37.0	39.0	41.0
00-54	41.0	41.0	37.0	39.0	41.0
00-56	41.0	41.0	38.0	38.0	41.0
00-58	41.0	41.0	38.0	39.0	41.0
01-00	41.0	41.0	38.0	39.0	40.0
01-02	42.0	42.0	37.0	38.0	40.0
01-04	41.0	41.0	37.0	38.0	40.0
01-06	41.0	41.0	37.0	39.0	41.0
01-08	40.0	40.0	37.0	38.0	40.0
01-10	41.0	41.0	38.0	39.0	41.0
01-12	40.0	40.0	38.0	39.0	40.0
01-14	40.0	41.0	37.0	38.0	40.0
01-16	41.0	41.0	37.0	38.0	40.0
01-18	41.0	41.0	38.0	38.0	40.0
01-20	41.0	42.0	39.0	38.0	40.0
01-22	41.0	41.0	37.0	38.0	39.0
01-24	41.0	41.0	36.0	39.0	41.0
01-26	42.0	41.0	37.0	39.0	40.0
01-28	41.0	40.0	36.0	37.0	41.0
01-30	41.0	41.0	38.0	39.0	40.0
01-32	41.0	41.0	38.0	39.0	41.0
01-34	41.0	41.0	38.0	39.0	41.0
01-36	42.0	42.0	36.0	38.0	40.0
01-38	40.0	40.0	37.0	38.0	40.0
01-40	41.0	41.0	38.0	39.0	40.0
01-42	41.0	41.0	37.0	39.0	40.0
01-44	40.0	40.0	38.0	39.0	40.0
01-46	41.0	40.0	37.0	38.0	40.0
01-48	41.0	41.0	36.0	39.0	39.0
01-50	41.0	41.0	37.0	39.0	41.0
01-52	41.0	40.0	37.0	39.0	40.0
01-54	40.0	40.0	37.0	39.0	41.0
01-56	40.0	40.0	37.0	38.0	40.0
01-58	41.0	41.0	37.0	39.0	40.0
02-00	40.0	40.0	38.0	38.0	40.0
02-02	41.0	41.0	37.0	38.0	40.0
02-04	40.0	40.0	36.0	39.0	40.0
02-06	40.0	40.0	37.0	39.0	41.0
02-08	40.0	40.0	37.0	38.0	40.0
02-10	41.0	41.0	36.0	39.0	40.0
02-12	40.0	40.0	37.0	38.0	40.0
02-14	40.0	40.0	37.0	37.0	40.0
02-16	41.0	41.0	37.0	39.0	40.0
02-18	41.0	41.0	39.0	39.0	41.0
02-20	41.0	40.0	37.0	38.0	41.0
02-22	40.0	40.0	36.0	38.0	41.0
02-24	41.0	40.0	37.0	39.0	41.0
02-26	40.0	40.0	37.0	39.0	40.0
02-28	40.0	40.0	38.0	38.0	40.0
02-30	40.0	40.0	38.0	39.0	40.0
02-32	40.0	39.0	38.0	38.0	40.0
02-34	40.0	40.0	37.0	39.0	41.0
02-36	41.0	41.0	38.0	39.0	40.0
02-38	40.0	39.0	36.0	38.0	40.0
02-40	40.0	40.0	37.0	38.0	40.0
02-42	41.0	41.0	37.0	39.0	40.0
02-44	41.0	41.0	37.0	40.0	41.0
02-46	40.0	40.0	36.0	38.0	40.0
02-48	41.0	40.0	37.0	37.0	41.0
02-50	40.0	39.0	37.0	39.0	40.0
02-52	40.0	40.0	37.0	38.0	40.0
02-54	41.0	40.0	38.0	38.0	41.0
02-56	40.0	40.0	37.0	37.0	39.0
02-58	41.0	41.0	37.0	37.0	41.0
03-00	41.0	41.0	38.0	38.0	40.0
03-02	40.0	40.0	36.0	38.0	40.0
03-04	40.0	40.0	37.0	38.0	39.0
03-06	41.0	40.0	37.0	38.0	41.0
03-08	41.0	41.0	38.0	37.0	41.0
03-10	42.0	41.0	39.0	40.0	42.0
03-12	40.0	40.0	37.0	38.0	40.0
03-14	41.0	39.0	38.0	39.0	41.0
03-16	41.0	40.0	37.0	38.0	41.0
03-18	41.0	40.0	38.0	38.0	41.0
03-20	41.0	41.0	37.0	38.0	41.0
03-22	42.0	42.0	38.0	38.0	40.0
03-24	40.0	41.0	37.0	39.0	41.0
03-26	41.0	40.0	38.0	38.0	41.0
03-28	41.0	41.0	38.0	39.0	41.0
03-30	41.0	40.0	38.0	38.0	41.0
03-32	40.0	40.0	37.0	38.0	40.0
03-34	41.0	41.0	36.0	37.0	40.0
03-36	40.0	39.0	38.0	38.0	40.0
03-38	40.0	40.0	37.0	37.0	40.0
03-40	41.0	41.0	38.0	37.0	40.0
03-42	41.0	41.0	39.0	39.0	40.0
03-44	41.0	40.0	36.0	37.0	41.0
03-46	40.0	40.0	38.0	38.0	40.0
03-48	41.0	39.0	37.0	38.0	40.0
03-50	41.0	40.0	37.0	39.0	41.0
03-52	41.0	41.0	38.0	39.0	40.0
03-54	41.0	41.0	37.0	39.0	40.0
03-56	40.0	40.0	36.0	39.0	40.0
03-58	40.0	40.0	37.0	39.0	40.0
04-00	40.0	40.0	37.0	38.0	40.0
04-02	40.0	40.0	36.0	38.0	39.0
04-04	40.0	40.0	37.0	38.0	40.0
04-06	41.0	41.0	36.0	39.0	40.0
04-08	39.0	39.0	36.0	38.0	39.0
04-10	40.0	40.0	37.0	39.0	40.0
04-12	41.0	41.0	37.0	38.0	39.0
04-14	40.0	40.0	37.0	38.0	40.0
04-16	40.0	40.0	37.0	39.0	40.0
04-18	40.0	40.0	37.0	39.0	41.0
04-20	39.0	39.0	36.0	38.0	39.0
04-22	39.0	39.0	38.0	39.0	39.0
04-24	41.0	40.0	37.0	38.0	40.0
